ID,Name,Research
1130,Beenade,99
1131,Gravity Globe,1
1132,Honey Comb,1
1133,Abeemination,3
1134,Bottled Honey,30
1135,Rain Hat,1
1136,Rain Coat,1
1137,Lihzahrd Door,1
1138,Dungeon Door,1
1139,Lead Door,1
1140,Iron Door,1
1141,Temple Key,1
1142,Lihzahrd Chest,1
1143,Lihzahrd Chair,1
1144,Lihzahrd Table,1
1145,Lihzahrd Work Bench,1
1146,Super Dart Trap,5
1147,Flame Trap,5
1148,Spiky Ball Trap,5
1149,Spear Trap,5
1150,Wooden Spike,100
1151,Lihzahrd Pressure Plate,5
1152,Lihzahrd Statue,1
1153,Lihzahrd Watcher Statue,1
1154,Lihzahrd Guardian Statue,1
1155,Wasp Gun,1
1156,Piranha Gun,1
1157,Pygmy Staff,1
1158,Pygmy Necklace,1
1159,Tiki Mask,1
1160,Tiki Shirt,1
1161,Tiki Pants,1
1162,Leaf Wings,1
1163,Blizzard in a Balloon,1
1164,Bundle of Balloons,1
1165,Bat Wings,1
1166,Bone Sword,1
1167,Hercules Beetle,1
1168,Smoke Bomb,25
1169,Bone Key,1
1170,Nectar,1
1171,Tiki Totem,1
1172,Lizard Egg,1
1173,Grave Marker,2
1174,Cross Grave Marker,2
1175,Headstone,2
1176,Gravestone,2
1177,Obelisk,2
1178,Leaf Blower,1
1179,Chlorophyte Bullet,99
1180,Parrot Cracker,1
1181,Strange Glowing Mushroom,1
1182,Seedling,1
1183,Wisp in a Bottle,1
1184,Palladium Bar,25
1185,Palladium Sword,1
1186,Palladium Pike,1
1187,Palladium Repeater,1
1188,Palladium Pickaxe,1
1189,Palladium Drill,1
1190,Palladium Chainsaw,1
1191,Orichalcum Bar,25
1192,Orichalcum Sword,1
1193,Orichalcum Halberd,1
1194,Orichalcum Repeater,1
1195,Orichalcum Pickaxe,1
1196,Orichalcum Drill,1
1197,Orichalcum Chainsaw,1
1198,Titanium Bar,25
1199,Titanium Sword,1
1200,Titanium Trident,1
1201,Titanium Repeater,1
1202,Titanium Pickaxe,1
1203,Titanium Drill,1
1204,Titanium Chainsaw,1
1205,Palladium Mask,1
1206,Palladium Helmet,1
1207,Palladium Headgear,1
1208,Palladium Breastplate,1
1209,Palladium Leggings,1
1210,Orichalcum Mask,1
1211,Orichalcum Helmet,1
1212,Orichalcum Headgear,1
1213,Orichalcum Breastplate,1
1214,Orichalcum Leggings,1
1215,Titanium Mask,1
1216,Titanium Helmet,1
1217,Titanium Headgear,1
1218,Titanium Breastplate,1
1219,Titanium Leggings,1
1220,Orichalcum Anvil,1
1221,Titanium Forge,1
1222,Palladium Waraxe,1
1223,Orichalcum Waraxe,1
1224,Titanium Waraxe,1
1225,Hallowed Bar,25
1226,Chlorophyte Claymore,1
1227,Chlorophyte Saber,1
1228,Chlorophyte Partisan,1
1229,Chlorophyte Shotbow,1
1230,Chlorophyte Pickaxe,1
1231,Chlorophyte Drill,1
1232,Chlorophyte Chainsaw,1
1233,Chlorophyte Greataxe,1
1234,Chlorophyte Warhammer,1
1235,Chlorophyte Arrow,99
1236,Amethyst Hook,1
1237,Topaz Hook,1
1238,Sapphire Hook,1
1239,Emerald Hook,1
1240,Ruby Hook,1
1241,Diamond Hook,1
1242,Amber Mosquito,1
1243,Umbrella Hat,1
1244,Nimbus Rod,1
1245,Orange Torch,100
1246,Crimsand Block,100
1247,Bee Cloak,1
1248,Eye of the Golem,1
1249,Honey Balloon,1
1250,Blue Horseshoe Balloon,1
1251,White Horseshoe Balloon,1
1252,Yellow Horseshoe Balloon,1
1253,Frozen Turtle Shell,1
1254,Sniper Rifle,1
1255,Venus Magnum,1
1256,Crimson Rod,1
1257,Crimtane Bar,25
1258,Stynger,1
1259,Flower Pow,1
1260,Rainbow Gun,1
1261,Stynger Bolt,99
1262,Chlorophyte Jackhammer,1
1263,Teleporter,1
1264,Flower of Frost,1
1265,Uzi,1
1266,Magnet Sphere,1
1267,Purple Stained Glass,400
1268,Yellow Stained Glass,400
1269,Blue Stained Glass,400
1270,Green Stained Glass,400
1271,Red Stained Glass,400
1272,Multicolored Stained Glass,400
1273,Skeletron Hand,1
1274,Skull,1
1275,Balla Hat,1
1276,Gangsta Hat,1
1277,Sailor Hat,1
1278,Eye Patch,1
1279,Sailor Shirt,1
1280,Sailor Pants,1
1281,Skeletron Mask,1
1282,Amethyst Robe,1
1283,Topaz Robe,1
1284,Sapphire Robe,1
1285,Emerald Robe,1
1286,Ruby Robe,1
1287,Diamond Robe,1
1288,White Tuxedo Shirt,1
1289,White Tuxedo Pants,1
1290,Panic Necklace,1
1291,Life Fruit,10
1292,Lihzahrd Altar,1
1293,Lihzahrd Power Cell,3
1294,Picksaw,1
1295,Heat Ray,1
1296,Staff of Earth,1
1297,Golem Fist,1
1298,Water Chest,1
1299,Binoculars,1
1300,Rifle Scope,1
1301,Destroyer Emblem,1
1302,High Velocity Bullet,99
1303,Jellyfish Necklace,1
1304,Zombie Arm,1
1305,The Axe,1
1306,Ice Sickle,1
1307,Clothier Voodoo Doll,1
1308,Poison Staff,1
1309,Slime Staff,1
1310,Poison Dart,99
1311,Eye Spring,1
1312,Toy Sled,1
1313,Book of Skulls,1
1314,KO Cannon,1
1315,Pirate Map,3
1316,Turtle Helmet,1
1317,Turtle Scale Mail,1
1318,Turtle Leggings,1
1319,Snowball Cannon,1
1320,Bone Pickaxe,1
1321,Magic Quiver,1
1322,Magma Stone,1
1323,Obsidian Rose,1
1324,Bananarang,1
1325,Chain Knife,1
1326,Rod of Discord,1
1327,Death Sickle,1
1328,Turtle Shell,3
1329,Tissue Sample,25
1330,Vertebra,25
1331,Bloody Spine,3
1332,Ichor,25
1333,Ichor Torch,100
1334,Ichor Arrow,99
1335,Ichor Bullet,99
1336,Golden Shower,1
1337,Bunny Cannon,1
1338,Explosive Bunny,25
1339,Vial of Venom,25
1340,Flask of Venom,20
1341,Venom Arrow,99
1342,Venom Bullet,99
1343,Fire Gauntlet,1
1344,Cog,100
1345,Confetti,25
1346,Nanites,25
1347,Explosive Powder,25
1348,Gold Dust,25
1349,Party Bullet,99
1350,Nano Bullet,99
1351,Exploding Bullet,99
1352,Golden Bullet,99
1353,Flask of Cursed Flames,20
1354,Flask of Fire,20
1355,Flask of Gold,20
1356,Flask of Ichor,20
1357,Flask of Nanites,20
1358,Flask of Party,20
1359,Flask of Poison,20
1360,Eye of Cthulhu Trophy,1
1361,Eater of Worlds Trophy,1
1362,Brain of Cthulhu Trophy,1
1363,Skeletron Trophy,1
1364,Queen Bee Trophy,1
1365,Wall of Flesh Trophy,1
1366,Destroyer Trophy,1
1367,Skeletron Prime Trophy,1
1368,Retinazer Trophy,1
1369,Spazmatism Trophy,1
1370,Plantera Trophy,1
1371,Golem Trophy,1
1372,Blood Moon Rising,1
1373,The Hanged Man,1
1374,Glory of the Fire,1
1375,Bone Warp,1
1376,Wall Skeleton,1
1377,Hanging Skeleton,1
1378,Blue Slab Wall,400
1379,Blue Tiled Wall,400
1380,Pink Slab Wall,400
1381,Pink Tiled Wall,400
1382,Green Slab Wall,400
1383,Green Tiled Wall,400
1384,Blue Brick Platform,25
1385,Pink Brick Platform,25
1386,Green Brick Platform,25
1387,Metal Shelf,25
1388,Brass Shelf,25
1389,Wood Shelf,25
1390,Brass Lantern,1
1391,Caged Lantern,1
1392,Carriage Lantern,1
1393,Alchemy Lantern,1
1394,Diabolist Lamp,1
1395,Oil Rag Sconce,1
1396,Blue Dungeon Chair,1
1397,Blue Dungeon Table,1
1398,Blue Dungeon Work Bench,1
1399,Green Dungeon Chair,1
1400,Green Dungeon Table,1
1401,Green Dungeon Work Bench,1
1402,Pink Dungeon Chair,1
1403,Pink Dungeon Table,1
1404,Pink Dungeon Work Bench,1
1405,Blue Dungeon Candle,1
1406,Green Dungeon Candle,1
1407,Pink Dungeon Candle,1
1408,Blue Dungeon Vase,1
1409,Green Dungeon Vase,1
1410,Pink Dungeon Vase,1
1411,Blue Dungeon Door,1
1412,Green Dungeon Door,1
1413,Pink Dungeon Door,1
1414,Blue Dungeon Bookcase,1
1415,Green Dungeon Bookcase,1
1416,Pink Dungeon Bookcase,1
1417,Catacomb,1
1418,Dungeon Shelf,25
1419,Skellington J Skellingsworth,1
1420,The Cursed Man,1
1421,The Eye Sees the End,1
1422,Something Evil is Watching You,1
1423,The Twins Have Awoken,1
1424,The Screamer,1
1425,Goblins Playing Poker,1
1426,Dryadisque,1
1427,Sunflowers,1
1428,Terrarian Gothic,1
1429,Beanie,1
1430,Imbuing Station,1
1431,Star in a Bottle,1
1432,Empty Bullet,100
1433,Impact,1
1434,Powered by Birds,1
1435,The Destroyer,1
1436,The Persistency of Eyes,1
1437,Unicorn Crossing the Hallows,1
1438,Great Wave,1
1439,Starry Night,1
1440,Guide Picasso,1
1441,The Guardian's Gaze,1
1442,Father of Someone,1
1443,Nurse Lisa,1
1444,Shadowbeam Staff,1
1445,Inferno Fork,1
1446,Spectre Staff,1
1447,Wooden Fence,400
1448,Lead Fence,400
1449,Bubble Machine,1
1450,Bubble Wand,1
1451,Marching Bones Banner,1
1452,Necromantic Sign,1
1453,Rusted Company Standard,1
1454,Ragged Brotherhood Sigil,1
1455,Molten Legion Flag,1
1456,Diabolic Sigil,1
1457,Obsidian Platform,200
1458,Obsidian Door,1
1459,Obsidian Chair,1
1460,Obsidian Table,1
1461,Obsidian Work Bench,1
1462,Obsidian Vase,1
1463,Obsidian Bookcase,1
1464,Hellbound Banner,1
1465,Hell Hammer Banner,1
1466,Helltower Banner,1
1467,Lost Hopes of Man Banner,1
1468,Obsidian Watcher Banner,1
1469,Lava Erupts Banner,1
1470,Blue Dungeon Bed,1
1471,Green Dungeon Bed,1
1472,Pink Dungeon Bed,1
1473,Obsidian Bed,1
1474,Waldo,1
1475,Darkness,1
1476,Dark Soul Reaper,1
1477,Land,1
1478,Trapped Ghost,1
1479,Demon's Eye,1
1480,Finding Gold,1
1481,First Encounter,1
1482,Good Morning,1
1483,Underground Reward,1
1484,Through the Window,1
1485,Place Above the Clouds,1
1486,Do Not Step on the Grass,1
1487,Cold Waters in the White Land,1
1488,Lightless Chasms,1
1489,The Land of Deceiving Looks,1
1490,Daylight,1
1491,Secret of the Sands,1
1492,Deadland Comes Alive,1
1493,Evil Presence,1
1494,Sky Guardian,1
1495,American Explosive,1
1496,Discover,1
1497,Hand Earth,1
1498,Old Miner,1
1499,Skelehead,1
1500,Facing the Cerebral Mastermind,1
1501,Lake of Fire,1
1502,Trio Super Heroes,1
1503,Spectre Hood,1
1504,Spectre Robe,1
1505,Spectre Pants,1
1506,Spectre Pickaxe,1
1507,Spectre Hamaxe,1
1508,Ectoplasm,25
1509,Gothic Chair,1
1510,Gothic Table,1
1511,Gothic Work Bench,1
1512,Gothic Bookcase,1
1513,Paladin's Hammer,1
1514,SWAT Helmet,1
1515,Bee Wings,1
1516,Giant Harpy Feather,1
1517,Bone Feather,1
1518,Fire Feather,1
1519,Ice Feather,1
1520,Broken Bat Wing,1
1521,Tattered Bee Wing,1
1522,Large Amethyst,1
1523,Large Topaz,1
1524,Large Sapphire,1
1525,Large Emerald,1
1526,Large Ruby,1
1527,Large Diamond,1
1528,Jungle Chest,1
1529,Corruption Chest,1
1530,Crimson Chest,1
1531,Hallowed Chest,1
1532,Ice Chest,1
1533,Jungle Key,1
1534,Corruption Key,1
1535,Crimson Key,1
1536,Hallowed Key,1
1537,Frozen Key,1
1538,Imp Face,1
1539,Ominous Presence,1
1540,Shining Moon,1
1541,Living Gore,1
1542,Flowing Magma,1
1543,Spectre Paintbrush,1
1544,Spectre Paint Roller,1
1545,Spectre Paint Scraper,1
1546,Shroomite Headgear,1
1547,Shroomite Mask,1
1548,Shroomite Helmet,1
1549,Shroomite Breastplate,1
1550,Shroomite Leggings,1
1551,Autohammer,1
1552,Shroomite Bar,25
1553,S.D.M.G.,1
1554,Cenx's Tiara,1
1555,Cenx's Breastplate,1
1556,Cenx's Leggings,1
1557,Crowno's Mask,1
1558,Crowno's Breastplate,1
1559,Crowno's Leggings,1
1560,Will's Helmet,1
1561,Will's Breastplate,1
1562,Will's Leggings,1
1563,Jim's Helmet,1
1564,Jim's Breastplate,1
1565,Jim's Leggings,1
1566,Aaron's Helmet,1
1567,Aaron's Breastplate,1
1568,Aaron's Leggings,1
1569,Vampire Knives,1
1570,Broken Hero Sword,1
1571,Scourge of the Corruptor,1
1572,Staff of the Frost Hydra,1
1573,The Creation of the Guide,1
1574,The Merchant,1
1575,Crowno Devours His Lunch,1
1576,Rare Enchantment,1
1577,Glorious Night,1
1578,Sweetheart Necklace,1
1579,Flurry Boots,1
1580,D-Town's Helmet,1
1581,D-Town's Breastplate,1
1582,D-Town's Leggings,1
1583,D-Town's Wings,1
1584,Will's Wings,1
1585,Crowno's Wings,1
1586,Cenx's Wings,1
1587,Cenx's Dress,1
1588,Cenx's Dress Pants,1
1589,Palladium Column,100
1590,Palladium Column Wall,400
1591,Bubblegum Block,100
1592,Bubblegum Block Wall,400
1593,Titanstone Block,100
1594,Titanstone Block Wall,400
1595,Magic Cuffs,1
1596,Music Box (Snow),1
1597,Music Box (Space Night),1
1598,Music Box (Crimson),1
1599,Music Box (Boss 4),1
1600,Music Box (Alt Overworld Day),1
1601,Music Box (Rain),1
1602,Music Box (Ice),1
1603,Music Box (Desert),1
1604,Music Box (Ocean Day),1
1605,Music Box (Dungeon),1
1606,Music Box (Plantera),1
1607,Music Box (Boss 5),1
1608,Music Box (Temple),1
1609,Music Box (Eclipse),1
1610,Music Box (Mushrooms),1
1611,Butterfly Dust,1
1612,Ankh Charm,1
1613,Ankh Shield,1
1614,Blue Flare,99
1615,Angler Fish Banner,1
1616,Angry Nimbus Banner,1
1617,Anomura Fungus Banner,1
1618,Antlion Banner,1
1619,Arapaima Banner,1
1620,Armored Skeleton Banner,1
1621,Cave Bat Banner,1
1622,Bird Banner,1
1623,Black Recluse Banner,1
1624,Blood Feeder Banner,1
1625,Blood Jelly Banner,1
1626,Blood Crawler Banner,1
1627,Bone Serpent Banner,1
1628,Bunny Banner,1
1629,Chaos Elemental Banner,1
1630,Mimic Banner,1
1631,Clown Banner,1
1632,Corrupt Bunny Banner,1
1633,Corrupt Goldfish Banner,1
1634,Crab Banner,1
1635,Crimera Banner,1
1636,Crimson Axe Banner,1
1637,Cursed Hammer Banner,1
1638,Demon Banner,1
1639,Demon Eye Banner,1
1640,Derpling Banner,1
1641,Eater of Souls Banner,1
1642,Enchanted Sword Banner,1
1643,Frozen Zombie Banner,1
1644,Face Monster Banner,1
1645,Floaty Gross Banner,1
1646,Flying Fish Banner,1
1647,Flying Snake Banner,1
1648,Frankenstein Banner,1
1649,Fungi Bulb Banner,1
1650,Fungo Fish Banner,1
1651,Gastropod Banner,1
1652,Goblin Thief Banner,1
1653,Goblin Sorcerer Banner,1
1654,Goblin Peon Banner,1
1655,Goblin Scout Banner,1
1656,Goblin Warrior Banner,1
1657,Goldfish Banner,1
1658,Harpy Banner,1
1659,Hellbat Banner,1
1660,Herpling Banner,1
1661,Hornet Banner,1
1662,Ice Elemental Banner,1
1663,Icy Merman Banner,1
1664,Fire Imp Banner,1
1665,Blue Jellyfish Banner,1
1666,Jungle Creeper Banner,1
1667,Lihzahrd Banner,1
1668,Man Eater Banner,1
1669,Meteor Head Banner,1
1670,Moth Banner,1
1671,Mummy Banner,1
1672,Mushi Ladybug Banner,1
1673,Parrot Banner,1
1674,Pigron Banner,1
1675,Piranha Banner,1
1676,Pirate Deckhand Banner,1
1677,Pixie Banner,1
1678,Raincoat Zombie Banner,1
1679,Reaper Banner,1
1680,Shark Banner,1
1681,Skeleton Banner,1
1682,Dark Caster Banner,1
1683,Blue Slime Banner,1
1684,Snow Flinx Banner,1
1685,Wall Creeper Banner,1
1686,Spore Zombie Banner,1
1687,Swamp Thing Banner,1
1688,Giant Tortoise Banner,1
1689,Toxic Sludge Banner,1
1690,Umbrella Slime Banner,1
1691,Unicorn Banner,1
1692,Vampire Banner,1
1693,Vulture Banner,1
1694,Nymph Banner,1
1695,Werewolf Banner,1
1696,Wolf Banner,1
1697,World Feeder Banner,1
1698,Worm Banner,1
1699,Wraith Banner,1
1700,Wyvern Banner,1
1701,Zombie Banner,1
1702,Glass Platform,200
1703,Glass Chair,1
1704,Golden Chair,1
1705,Golden Toilet,1
1706,Bar Stool,1
1707,Honey Chair,1
1708,Steampunk Chair,1
1709,Glass Door,1
1710,Golden Door,1
1711,Honey Door,1
1712,Steampunk Door,1
1713,Glass Table,1
1714,Banquet Table,1
1715,Bar,1
1716,Golden Table,1
1717,Honey Table,1
1718,Steampunk Table,1
1719,Glass Bed,1
1720,Golden Bed,1
1721,Honey Bed,1
1722,Steampunk Bed,1
1723,Living Wood Wall,400
1724,Fart in a Jar,1
1725,Pumpkin,100
1726,Pumpkin Wall,400
1727,Hay,100
1728,Hay Wall,400
1729,Spooky Wood,100
1730,Spooky Wood Wall,400
1731,Pumpkin Helmet,1
1732,Pumpkin Breastplate,1
1733,Pumpkin Leggings,1
1736,Nurse Hat,1
1737,Nurse Shirt,1
1738,Nurse Pants,1
1739,Wizard's Hat,1
1740,Guy Fawkes Mask,1
1741,Dye Trader Robe,1
1742,Steampunk Goggles,1
1743,Cyborg Helmet,1
1744,Cyborg Shirt,1
1745,Cyborg Pants,1
1746,Creeper Mask,1
1747,Creeper Shirt,1
1748,Creeper Pants,1
1749,Cat Mask,1
1750,Cat Shirt,1
1751,Cat Pants,1
1752,Ghost Mask,1
1753,Ghost Shirt,1
1754,Pumpkin Mask,1
1755,Pumpkin Shirt,1
1756,Pumpkin Pants,1
1757,Robot Mask,1
1758,Robot Shirt,1
1759,Robot Pants,1
1760,Unicorn Mask,1
1761,Unicorn Shirt,1
1762,Unicorn Pants,1
1763,Vampire Mask,1
1764,Vampire Shirt,1
1765,Vampire Pants,1
1766,Witch Hat,1
1767,Leprechaun Hat,1
1768,Leprechaun Shirt,1
1769,Leprechaun Pants,1
1770,Pixie Shirt,1
1771,Pixie Pants,1
1772,Princess Hat,1
1773,Princess Dress,1
1774,Goodie Bag,10
1775,Witch Dress,1
1776,Witch Boots,1
1777,Bride of Frankenstein Mask,1
1778,Bride of Frankenstein Dress,1
1779,Karate Tortoise Mask,1
1780,Karate Tortoise Shirt,1
1781,Karate Tortoise Pants,1
1782,Candy Corn Rifle,1
1783,Candy Corn,99
1784,Jack 'O Lantern Launcher,1
1785,Explosive Jack 'O Lantern,99
1786,Sickle,1
1787,Pumpkin Pie,5
1788,Scarecrow Hat,1
1789,Scarecrow Shirt,1
1790,Scarecrow Pants,1
1791,Cauldron,1
1792,Pumpkin Chair,1
1793,Pumpkin Door,1
1794,Pumpkin Table,1
1795,Pumpkin Work Bench,1
1796,Pumpkin Platform,200
1797,Tattered Fairy Wings,1
1798,Spider Egg,1
1799,Magical Pumpkin Seed,1
1800,Bat Hook,1
1801,Bat Scepter,1
1802,Raven Staff,1
1803,Jungle Key Mold,n/a
1804,Corruption Key Mold,n/a
1805,Crimson Key Mold,n/a
1806,Hallowed Key Mold,n/a
1807,Frozen Key Mold,n/a
1808,Hanging Jack 'O Lantern,1
1809,Rotten Egg,99
1810,Unlucky Yarn,1
1811,Black Fairy Dust,1
1812,Jackelier,1
1813,Jack 'O Lantern,1
1814,Spooky Chair,1
1815,Spooky Door,1
1816,Spooky Table,1
1817,Spooky Work Bench,1
1818,Spooky Wood Platform,200
1819,Reaper Hood,1
1820,Reaper Robe,1
1821,Fox Mask,1
1822,Fox Shirt,1
1823,Fox Pants,1
1824,Cat Ears,1
1825,Bloody Machete,1
1826,The Horseman's Blade,1
1827,Bladed Glove,1
1828,Pumpkin Seed,25
1829,Spooky Hook,1
1830,Spooky Wings,1
1831,Spooky Twig,1
1832,Spooky Helmet,1
1833,Spooky Breastplate,1
1834,Spooky Leggings,1
1835,Stake Launcher,1
1836,Stake,99
1837,Cursed Sapling,1
1838,Space Creature Mask,1
1839,Space Creature Shirt,1
1840,Space Creature Pants,1
1841,Wolf Mask,1
1842,Wolf Shirt,1
1843,Wolf Pants,1
1844,Pumpkin Moon Medallion,3
1845,Necromantic Scroll,1
1846,Jacking Skeletron,1
1847,Bitter Harvest,1
1848,Blood Moon Countess,1
1849,Hallow's Eve,1
1850,Morbid Curiosity,1
1851,Treasure Hunter Shirt,1
1852,Treasure Hunter Pants,1
1853,Dryad Coverings,1
1854,Dryad Loincloth,1
1855,Mourning Wood Trophy,1
1856,Pumpking Trophy,1
1857,Jack 'O Lantern Mask,1
1858,Sniper Scope,1
1859,Heart Lantern,1
1860,Jellyfish Diving Gear,1
1861,Arctic Diving Gear,1
1862,Frostspark Boots,1
1863,Fart in a Balloon,1
1864,Papyrus Scarab,1
1865,Celestial Stone,1
1866,Hoverboard,1
1869,Present,10
1870,Red Ryder,1
1871,Festive Wings,1
1872,Pine Tree Block,100
1873,Christmas Tree,1
1874,Star Topper 1,1
1875,Star Topper 2,1
1876,Star Topper 3,1
1877,Bow Topper,1
1878,White Garland,1
1879,White and Red Garland,1
1880,Red Garland,1
1881,Red and Green Garland,1
1882,Green Garland,1
1883,Green and White Garland,1
1884,Multicolored Bulb,1
1885,Red Bulb,1
1886,Yellow Bulb,1
1887,Green Bulb,1
1888,Red and Green Bulb,1
1889,Yellow and Green Bulb,1
1890,Red and Yellow Bulb,1
1891,White Bulb,1
1892,White and Red Bulb,1
1893,White and Yellow Bulb,1
1894,White and Green Bulb,1
1895,Multicolored Lights,1
1896,Red Lights,1
1897,Green Lights,1
1898,Blue Lights,1
1899,Yellow Lights,1
1900,Red and Yellow Lights,1
1901,Red and Green Lights,1
1902,Yellow and Green Lights,1
1903,Blue and Green Lights,1
1904,Red and Blue Lights,1
1905,Blue and Yellow Lights,1
1906,Giant Bow,1
1907,Reindeer Antlers,1
1908,Holly,1
1909,Candy Cane Sword,1
1910,Elf Melter,1
1911,Christmas Pudding,5
1912,Eggnog,30
1913,Star Anise,99
1914,Reindeer Bells,1
1915,Candy Cane Hook,1
1916,Christmas Hook,1
1917,Candy Cane Pickaxe,1
1918,Fruitcake Chakram,1
1919,Sugar Cookie,5
1920,Gingerbread Cookie,5
1921,Hand Warmer,1
1922,Coal,1
1923,Toolbox,1
1924,Pine Door,1
1925,Pine Chair,1
1926,Pine Table,1
1927,Dog Whistle,1
1928,Christmas Tree Sword,1
1929,Chain Gun,1
1930,Razorpine,1
1931,Blizzard Staff,1
1932,Mrs. Claus Hat,1
1933,Mrs. Claus Shirt,1
1934,Mrs. Claus Heels,1
1935,Parka Hood,1
1936,Parka Coat,1
1937,Parka Pants,1
1938,Snow Hat,1
1939,Ugly Sweater,1
1940,Tree Mask,1
1941,Tree Shirt,1
1942,Tree Trunks,1
1943,Elf Hat,1
1944,Elf Shirt,1
1945,Elf Pants,1
1946,Snowman Cannon,1
1947,North Pole,1
1948,Christmas Tree Wallpaper,400
1949,Ornament Wallpaper,400
1950,Candy Cane Wallpaper,400
1951,Festive Wallpaper,400
1952,Stars Wallpaper,400
1953,Squiggles Wallpaper,400
1954,Snowflake Wallpaper,400
1955,Krampus Horn Wallpaper,400
1956,Bluegreen Wallpaper,400
1957,Grinch Finger Wallpaper,400
1958,Naughty Present,3
1959,Baby Grinch's Mischief Whistle,1
1960,Ice Queen Trophy,1
1961,Santa-NK1 Trophy,1
1962,Everscream Trophy,1
1963,Music Box (Pumpkin Moon),1
1964,Music Box (Alt Underground),1
1965,Music Box (Frost Moon),1
1966,Brown Paint,100
1967,Shadow Paint,100
1968,Negative Paint,100
1969,Team Dye,3
1970,Amethyst Gemspark Block,100
1971,Topaz Gemspark Block,100
1972,Sapphire Gemspark Block,100
1973,Emerald Gemspark Block,100
1974,Ruby Gemspark Block,100
1975,Diamond Gemspark Block,100
1976,Amber Gemspark Block,100
1977,Life Hair Dye,1
1978,Mana Hair Dye,1
1979,Depth Hair Dye,1
1980,Money Hair Dye,1
1981,Time Hair Dye,1
1982,Team Hair Dye,1
1983,Biome Hair Dye,1
1984,Party Hair Dye,1
1985,Rainbow Hair Dye,1
1986,Speed Hair Dye,1
1987,Angel Halo,1
1988,Fez,1
1989,Womannequin,1
1990,Hair Dye Remover,1
1991,Bug Net,1
1992,Firefly,5
1993,Firefly in a Bottle,1
1994,Monarch Butterfly,5
1995,Purple Emperor Butterfly,5
1996,Red Admiral Butterfly,5
1997,Ulysses Butterfly,5
1998,Sulphur Butterfly,5
1999,Tree Nymph Butterfly,5
2000,Zebra Swallowtail Butterfly,5
2001,Julia Butterfly,5
2002,Worm,5
2003,Mouse,5
2004,Lightning Bug,5
2005,Lightning Bug in a Bottle,1
2006,Snail,5
2007,Glowing Snail,5
2008,Fancy Gray Wallpaper,400
2009,Ice Floe Wallpaper,400
2010,Music Wallpaper,400
2011,Purple Rain Wallpaper,400
2012,Rainbow Wallpaper,400
2013,Sparkle Stone Wallpaper,400
2014,Starlit Heaven Wallpaper,400
2015,Bird,5
2016,Blue Jay,5
2017,Cardinal,5
2018,Squirrel,5
2019,Bunny,5
2020,Cactus Bookcase,1
2021,Ebonwood Bookcase,1
2022,Flesh Bookcase,1
2023,Honey Bookcase,1
2024,Steampunk Bookcase,1
2025,Glass Bookcase,1
2026,Rich Mahogany Bookcase,1
2027,Pearlwood Bookcase,1
2028,Spooky Bookcase,1
2029,Skyware Bookcase,1
2030,Lihzahrd Bookcase,1
2031,Frozen Bookcase,1
2032,Cactus Lantern,1
2033,Ebonwood Lantern,1
2034,Flesh Lantern,1
2035,Honey Lantern,1
2036,Steampunk Lantern,1
2037,Glass Lantern,1
2038,Rich Mahogany Lantern,1
2039,Pearlwood Lantern,1
2040,Frozen Lantern,1
2041,Lihzahrd Lantern,1
2042,Skyware Lantern,1
2043,Spooky Lantern,1
2044,Frozen Door,1
2045,Cactus Candle,1
2046,Ebonwood Candle,1
2047,Flesh Candle,1
2048,Glass Candle,1
2049,Frozen Candle,1
2050,Rich Mahogany Candle,1
2051,Pearlwood Candle,1
2052,Lihzahrd Candle,1
2053,Skyware Candle,1
2054,Pumpkin Candle,1
2055,Cactus Chandelier,1
2056,Ebonwood Chandelier,1
2057,Flesh Chandelier,1
2058,Honey Chandelier,1
2059,Frozen Chandelier,1
2060,Rich Mahogany Chandelier,1
2061,Pearlwood Chandelier,1
2062,Lihzahrd Chandelier,1
2063,Skyware Chandelier,1
2064,Spooky Chandelier,1
2065,Glass Chandelier,1
2066,Cactus Bed,1
2067,Flesh Bed,1
2068,Frozen Bed,1
2069,Lihzahrd Bed,1
2070,Skyware Bed,1
2071,Spooky Bed,1
2072,Cactus Bathtub,1
2073,Ebonwood Bathtub,1
2074,Flesh Bathtub,1
2075,Glass Bathtub,1
2076,Frozen Bathtub,1
2077,Rich Mahogany Bathtub,1
2078,Pearlwood Bathtub,1
2079,Lihzahrd Bathtub,1
2080,Skyware Bathtub,1
2081,Spooky Bathtub,1
2082,Cactus Lamp,1
2083,Ebonwood Lamp,1
2084,Flesh Lamp,1
2085,Glass Lamp,1
2086,Frozen Lamp,1
2087,Rich Mahogany Lamp,1
2088,Pearlwood Lamp,1
2089,Lihzahrd Lamp,1
2090,Skyware Lamp,1
2091,Spooky Lamp,1
2092,Cactus Candelabra,1
2093,Ebonwood Candelabra,1
2094,Flesh Candelabra,1
2095,Honey Candelabra,1
2096,Steampunk Candelabra,1
2097,Glass Candelabra,1
2098,Rich Mahogany Candelabra,1
2099,Pearlwood Candelabra,1
2100,Frozen Candelabra,1
2101,Lihzahrd Candelabra,1
2102,Skyware Candelabra,1
2103,Spooky Candelabra,1
2104,Brain of Cthulhu Mask,1
2105,Wall of Flesh Mask,1
2106,Twins Mask,1
2107,Skeletron Prime Mask,1
2108,Queen Bee Mask,1
2109,Plantera Mask,1
2110,Golem Mask,1
2111,Eater of Worlds Mask,1
